,Testers,Accuracy,TP,TN,FP,FN,ERR,FRR,FAR,EER,Sensitivity(TPR),TAR,Specificity(TNR),F-score,k values,Iterations
103,11_User,0.9016666666666666,96.0,84.33333333333333,15.666666666666666,4.0,0.09833333333333333,0.04,0.15666666666666665,0.0,0.96,0.96,0.8433333333333333,0.9070866141732283,45.0,30.0
104,12_User,0.9,93.66666666666667,86.33333333333333,13.666666666666666,6.333333333333333,0.1,0.06333333333333332,0.13666666666666666,0.0,0.9366666666666668,0.9366666666666666,0.8633333333333333,0.9035369774919614,45.0,30.0
105,13_User,0.81,81.0,81.0,19.0,19.0,0.19,0.19,0.19,0.0,0.81,0.81,0.81,0.81,45.0,30.0
106,14_User,0.5633333333333334,44.0,68.66666666666667,31.333333333333332,56.0,0.43666666666666665,0.56,0.3133333333333333,0.0,0.44,0.43999999999999995,0.6866666666666668,0.5019011406844107,45.0,30.0
107,15_User,0.6833333333333332,59.666666666666664,77.0,23.0,40.333333333333336,0.31666666666666665,0.4033333333333334,0.23,0.0,0.5966666666666667,0.5966666666666667,0.77,0.6532846715328468,45.0,30.0
108,17_User,0.7133333333333334,63.0,79.66666666666667,20.333333333333332,37.0,0.2866666666666666,0.37,0.2033333333333333,0.0,0.63,0.63,0.7966666666666667,0.6872727272727273,45.0,30.0
109,18_User,0.3583333333333333,3.3333333333333335,68.33333333333333,31.666666666666668,96.66666666666667,0.6416666666666667,0.9666666666666667,0.31666666666666665,0.0,0.03333333333333333,0.033333333333333326,0.6833333333333332,0.04938271604938272,45.0,30.0
110,19_User,0.6316666666666667,65.0,61.333333333333336,38.666666666666664,35.0,0.3683333333333333,0.35,0.38666666666666666,0.0,0.65,0.65,0.6133333333333334,0.6382978723404256,45.0,30.0
111,20_User,0.6433333333333333,47.666666666666664,81.0,19.0,52.333333333333336,0.3566666666666667,0.5233333333333333,0.19,0.0,0.4766666666666666,0.4766666666666667,0.81,0.572,45.0,30.0
112,21_User,0.7966666666666665,82.0,77.33333333333333,22.666666666666668,18.0,0.20333333333333337,0.18,0.22666666666666668,0.0,0.82,0.8200000000000001,0.7733333333333333,0.8013029315960912,45.0,30.0
113,22_User,0.9433333333333332,99.33333333333333,89.33333333333333,10.666666666666666,0.6666666666666666,0.056666666666666664,0.006666666666666666,0.10666666666666666,0.0,0.9933333333333333,0.9933333333333333,0.8933333333333333,0.9460317460317461,45.0,30.0
114,23_User,0.895,98.66666666666667,80.33333333333333,19.666666666666668,1.3333333333333333,0.105,0.013333333333333332,0.19666666666666668,0.0,0.9866666666666667,0.9866666666666667,0.8033333333333332,0.9038167938931297,45.0,30.0
115,24_User,0.5916666666666667,44.666666666666664,73.66666666666667,26.333333333333332,55.333333333333336,0.4083333333333334,0.5533333333333333,0.2633333333333333,0.0,0.44666666666666666,0.44666666666666666,0.7366666666666667,0.5224171539961013,45.0,30.0
116,25_User,0.79,83.0,75.0,25.0,17.0,0.21,0.17,0.25,0.0,0.83,0.83,0.75,0.7980769230769231,45.0,30.0
117,26_User,0.8716666666666667,90.66666666666667,83.66666666666667,16.333333333333332,9.333333333333334,0.12833333333333333,0.09333333333333334,0.16333333333333333,0.0,0.9066666666666667,0.9066666666666666,0.8366666666666667,0.8760064412238324,45.0,30.0
